sq_ficha,sq_taxon,Nome Cientifico,Nome Comum,Grupo Taxonômico,Categoria de Risco,Unidades de Conservação onde ocorrem,Código CNUC
22365,13467,Myrmecophaga tridactyla,Bandurra/Jurumi/Papa-formigas/Tamanduá-bandeira/ant bear (Be)/bandeira/giant anteater/grand fourmilier/jurumim/oso hormiguero/tamanduá-açú/tamanoir,Mamíferos,Vulnerável (VU),Parque Nacional do Cabo Orange/Parque Nacional Montanhas do Tumucumaque/Reserva Biológica do Gurupi/Estação Ecológica de Maracá Jipioca/Estação Ecológica do Jari/Floresta Nacional de Carajás/Floresta Nacional de Caxiuanã/Parque Nacional da Serra da Capivara/Parque Nacional das Nascentes do Rio Parnaíba/Estação Ecológica de Uruçuí-Una/Reserva Biológica de Sooretama/Parque Nacional da Chapada Diamantina/Estação Ecológica Mico-Leão-Preto/Floresta Nacional de Ipanema/Parque Nacional do Itatiaia/Parque Nacional Restinga de Jurubatiba/Área de Proteção Ambiental da Serra da Mantiqueira/Área de Relevante Interesse Ecológico Cerrado Pé-de-Gigante/Floresta Nacional de Assungui/Parque Nacional de Ilha Grande/Parque Nacional do Iguaçu/Parque Nacional dos Campos Gerais/Área de Proteção Ambiental das Ilhas e Várzeas do Rio Paraná/Parque Nacional do Pantanal Mato-grossense/Estação Ecologica da Serra das Araras/Parque Nacional da Chapada dos Guimarães/Parque Nacional da Serra da Bodoquena/Parque Nacional das Emas/Parque Nacional do Araguaia/Estação Ecológica de Pirapitinga/Parque Nacional Cavernas do Peruaçu/Parque Nacional da Chapada dos Veadeiros/Parque Nacional da Serra da Canastra/Parque Nacional das Sempre-Vivas/Parque Nacional Grande Sertão Veredas/Área de Proteção Ambiental Cavernas do Peruaçu/Área de Proteção Ambiental do Planalto Central/Floresta Nacional do Iquiri/Floresta Nacional do Purus/Parque Nacional dos Campos Amazônicos/Parque Nacional da Serra do Divisor/Parque Nacional do Juruena/Parque Nacional Mapinguari/Parque Nacional Pacaás Novos/Reserva Extrativista Alto Tarauacá/Reserva Extrativista do Cazumbá-Iracema/Estação Ecologica do Rio Acre/Parque Nacional do Jaú/Parque Nacional Nascentes do Lago Jari/Reserva Biológica de Uatumã/Estação Ecologica de Maracá/Estação Ecologica de Juami-Japurá/Floresta Nacional do Crepori/Floresta Nacional do Trairão/Parque Nacional da Amazônia/Parque Nacional da Serra do Pardo/Parque Nacional do Jamanxim/Reserva Biológica do Rio Trombetas/Reserva Extrativista Tapajós-Arapiuns/Floresta Nacional de Itaituba II/Floresta Nacional de Tapajós/Parque Nacional de Brasília/Estação Ecológica da Terra do Meio/APA DE CAFURINGA/APA CORUMBATAÍ BOTUCATU TEJUPA PERIMETRO BOTUCATU/ESTAÇÃO ECOLÓGICA JATAÍ/ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA/RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL VEREDAS DO ACARI/ESTAçãO ECOLóGICA DE SANTA BáRBARA/PARQUE ESTADUAL PAU FURADO/ARIE DO BOSQUE/ESTAÇÃO ECOLÓGICA DO JARDIM BOTÂNICO/ÁREA DE PROTEÇÃO AMBIENTAL DO ENCANTADO/ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ/ÁREA DE PROTEÇÃO AMBIENTAL DO LAGO DE TUCURUI/PARQUE ESTADUAL DA MATA ATLÂNTICA/PARQUE ESTADUAL DO CANTãO/ÁREA DE PROTEÇÃO AMBIENTAL ESTRADA PARQUE DE PIRAPUTANGA/PARQUE ESTADUAL CAMINHO DOS GERAIS/PARQUE NATURAL MUNICIPAL DA CATACUMBA/PARQUE ESTADUAL CARLOS BOTELHO/PARQUE ESTADUAL ALTAMIRO DE MOURA PACHECO/RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL PIAGAÇU PURUS/ÁREA DE PROTEÇÃO AMBIENTAL DE PRESIDENTE FIGUEIREDO - CAVERNA DO MOROAGA/PARQUE ESTADUAL DA SERRA DO CABRAL/ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES/PARQUE ESTADUAL CHANDLESS/ÁREA DE PROTEÇÃO AMBIENTAL DO RIO CURIAÚ/PARQUE ESTADUAL DE PORTO FERREIRA/FLORESTA ESTADUAL DE GUARULHOS/RESERVA DE DESENVOLVIMENTO SUSTENTAVEL DO RIO MADEIRA/ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO RIO PANDEIROS/PARQUE ESTADUAL DO MORRO DO DIABO/PARQUE ESTADUAL RIO PRETO/PARQUE ESTADUAL DO ARAGUAIAA/PARQUE ESTADUAL SERRA DO PAPAGAIO/PARQUE ESTADUAL DO MATUPIRI/PARQUE ESTADUAL DE VASSUNUNGA/RESERVA EXTRATIVISTA DO RIO GREGÓRIO/RESERVA DE DESENVOLVIMENTO SUSTENTáVEL DO RIO IRATAPURU/ESTAçãO ECOLóGICA DE ANGATUBA/PARQUE ESTADUAL VEREDAS DO PERUAÇU/ÁREA DE PROTEÇÃO AMBIENTAL COCHÁ E GIBÃO/PARQUE ESTADUAL DAS FURNAS DO BOM JESUS/PARQUE ESTADUAL DO ITACOLOMI/PARQUE ESTADUAL MATA SECA/PARQUE ESTADUAL DOM OSÓRIO STOFFEL/ESTAÇÃO ECOLÓGICA DE ÁGUAS EMENDADAS/FLORESTA ESTADUAL DO AMAPÁ/ÁREA DE PROTEÇÃO AMBIENTAL ILHA DO BANANAL/CANTÃO/ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH/PARQUE ESTADUAL INTERVALES/PARQUE ESTADUAL DAS VÁRZEAS DO RIO IVINHEMA/PARQUE ESTADUAL CRISTALINO/RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL IGAPÓ-AÇU/ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO/ESTAçãO ECOLóGICA DE PARANAPANEMA/APA DA BACIA DOS RIBEIRÕES DO GAMA E CABEÇA DE VEADO/PARQUE ESTADUAL DA SERRA DE CALDAS NOVAS,0000.00.01690000.00.01870000.00.02070000.00.00580000.00.00670000.00.00880000.00.00890000.00.01450000.00.01560000.00.00650000.00.02010000.00.01370000.00.00730000.00.00940000.00.01840000.00.01410000.00.00110000.00.00320000.00.00770000.00.01610000.00.01720000.00.02770000.00.00250000.00.01750000.00.00750000.00.01380000.00.01430000.00.01550000.00.01680000.00.00610000.00.01350000.00.01390000.00.01440000.00.01570000.00.01830000.00.00020000.00.00230000.00.16120000.00.01210000.00.02840000.00.01490000.00.02810000.00.16330000.00.01630000.00.02740000.00.02320000.00.00680000.00.01730000.00.16260000.00.02130000.00.00570000.00.00720000.00.02700000.00.02650000.00.01360000.00.01510000.00.02670000.00.02100000.00.02590000.00.00960000.00.01230000.00.01590000.00.0047
24648,2300486,Myrmoderus ruficauda,Hormiguero festoneado/Scalloped Antbird/formigueiro-de-cauda-ruiva,Aves,Em Perigo (EN),Estação Ecológica de Murici/Reserva Biológica Guaribas/Reserva Biológica de Pedra Talhada/NGI ICMBIO COSTA DOS CORAIS/Reserva Biológica de Sooretama/Reserva Biológica do Córrego do Veado/REFúGIO DE VIDA SILVESTRE MATAS DO SISTEMA GURJAú,0000.00.00590000.00.01960000.00.01970000.00.02010000.00.0204
24633,6349,Myrmotherula fluminensis,Hormiguerito Carioca/Rio de Janeiro Antwren/choquinha-fluminense,Aves,Criticamente em Perigo (CR),,
14858,6345,Myrmotherula klagesi,Hormiguerito de Klages/Klages`s Antwren/choquinha-do-tapajós,Aves,Vulnerável (VU),Parque Nacional de Anavilhanas/Parque Nacional do Jaú/Parque Nacional do Viruá/Estação Ecologica de Niquiá,0000.00.00490000.00.01730000.00.01790000.00.0060
24676,6360,Myrmotherula minor,Hormiguerito de Salvadori/Salvadori`s Antwren/choquinha-pequena,Aves,Vulnerável (VU),Parque Nacional da Serra das Lontras/Reserva Biológica de Augusto Ruschi/Parque Nacional da Serra da Bocaina/Parque Nacional da Serra dos Órgãos/Reserva Biológica de Poço das Antas/Reserva Biológica do Tinguá/Área de Proteção Ambiental de Petrópolis/PARQUE ESTADUAL  DE ILHABELA/PARQUE ESTADUAL DO JURUPARÁ/ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS/PARQUE ESTADUAL CARLOS BOTELHO/PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA/PARQUE ESTADUAL DA SERRA DO MAR/PARQUE ESTADUAL INTERVALES,0000.00.19090000.00.01910000.00.01420000.00.01520000.00.02150000.00.02120000.00.0010
24634,6348,Myrmotherula snowi,Alagoas Antwren/Hormiguerito de Alagoas/choquinha-de-alagoas,Aves,Criticamente em Perigo (CR),Estação Ecológica de Murici,0000.00.0059
24677,6342,Myrmotherula urosticta,Band-tailed Antwren/Choquinha-de-rabo-cintado/Hormiguerito atlántico/choquinha-de-rabo-cintado,Aves,Vulnerável (VU),Parque Nacional da Serra das Lontras/Parque Nacional Descobrimento/Parque Nacional do Monte Pascoal/Parque Nacional do Pau Brasil/Reserva Biológica de Augusto Ruschi/Reserva Biológica de Sooretama/Reserva Biológica de Una/Parque Nacional da Tijuca/Reserva Biológica União/PARQUE ESTADUAL DO DESENGANO,0000.00.19090000.00.01710000.00.01820000.00.01760000.00.01910000.00.02010000.00.02020000.00.01540000.00.0217
13767,1014750,Myxine sotoi,Peixe-bruxa,Peixes Marinhos,Vulnerável (VU),,
36964,2024977,Napeogenes rhezia rhezia,Borboleta,Invertebrados Terrestres,Criticamente em Perigo (CR),,
20506,2026060,Natalus macrourus,morcego,Mamíferos,Vulnerável (VU),Floresta Nacional de Carajás/Área de Proteção Ambiental da Serra da Ibiapaba/Área de Proteção Ambiental Chapada do Araripe/Parque Nacional do Catimbau/Reserva Biológica Guaribas/Área de Proteção Ambiental Cavernas do Peruaçu/Área de Proteção Ambiental das Nascentes do Rio Vermelho/Área de Proteção Ambiental do Planalto Central/Parque Nacional da Furna Feia/PARQUE ESTADUAL DE ITAÚNAS/PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA/PARQUE ESTADUAL DA SERRA DOS MARTÍRIOS/ANDORINHAS,0000.00.00880000.00.00290000.00.00080000.00.01700000.00.01960000.00.00020000.00.00280000.00.00230000.00.2633
9390,661421,Negaprion brevirostris,Tubarão-limão/cação-limão/tubarão-limão,Peixes Marinhos,Vulnerável (VU),Parque Nacional Marinho de Fernando de Noronha/Reserva Biológica do Atol das Rocas/Área de Proteção Ambiental da Costa dos Corais/Parque Nacional Marinho dos Abrolhos,0000.00.01860000.00.02030000.00.00090000.00.0185
24997,2025537,Nematolebias catimbau,,Peixes Continentais,Criticamente em Perigo (CR),,
24998,176682,Nematolebias papilliferus,Peixe-anual,Peixes Continentais,Criticamente em Perigo (CR),,
24999,176606,Nematolebias whitei,Peixe-anual,Peixes Continentais,Criticamente em Perigo (CR),,
24635,6365,Nemosia rourei,Cherry-throated Tanager/Saíra-apunhalada/Tangara golirroja/saíra-apunhalada,Aves,Criticamente em Perigo (CR),Reserva Biológica de Augusto Ruschi,0000.00.0191
29668,6373,Neomorphus geoffroyi,Cuco hormiguero ventrirrufo/Rufous-vented Ground-cuckoo/jacu-estalo,Aves,Vulnerável (VU),Reserva Biológica de Sooretama/PARQUE ESTADUAL DO RIO DOCE,0000.00.0201
22271,2025822,Neomorphus geoffroyi amazonicus,Jacu-estalo,Aves,Vulnerável (VU),,
24636,2025823,Neomorphus geoffroyi dulcis,Jacu-estalo/jacu-estalo,Aves,Criticamente em Perigo (CR),Reserva Biológica de Sooretama/PARQUE ESTADUAL DO RIO DOCE,0000.00.0201
20018,2025824,Neomorphus geoffroyi geoffroyi,Jacu-estalo,Aves,Criticamente em Perigo (CR),,
22272,6372,Neomorphus squamiger,Jacu-Estalo-Escamoso/Scaled Ground-Cuckoo,Aves,Vulnerável (VU),Floresta Nacional do Trairão,0000.00.0265
34096,2024023,Neonella noronha,Aranha/Aranha-papa-mosca/aranha-saltadora,Invertebrados Terrestres,Vulnerável (VU),Área de Proteção Ambiental de Fernando de Noronha - Rocas - São Pedro e São Paulo,0000.00.0015
24649,6379,Neopelma aurifrons,Fruxu-baiano/Saltarín de Wied/Wied's Tyrant-manakin/fruxu-baiano,Aves,Em Perigo (EN),Reserva Biológica de Augusto Ruschi/Floresta Nacional de Pacotuba/Parque Nacional da Chapada Diamantina/Parque Nacional da Serra dos Órgãos/PARQUE ESTADUAL DO RIO DOCE/ESTAÇÃO ECOLÓGICA DE ACAUÃ,0000.00.01910000.00.01010000.00.01370000.00.0152
31161,2025679,Neoplecostomus botucatu,Cascudo,Peixes Continentais,Vulnerável (VU),APA CORUMBATAÍ BOTUCATU TEJUPA PERIMETRO BOTUCATU,
31164,1440518,Neoplecostomus selenae,Cascudo,Peixes Continentais,Em Perigo (EN),ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA,
25002,1744187,Notholebias cruzi,Peixe-anual,Peixes Continentais,Criticamente em Perigo (CR),Área de Proteção Ambiental da Bacia do Rio São João/Mico-Leão-Dourado,0000.00.0005
25003,1955725,Notholebias fractifasciatus,Peixe-anual,Peixes Continentais,Criticamente em Perigo (CR),,
25004,1660046,Notholebias minimus,Peixe-anual,Peixes Continentais,Criticamente em Perigo (CR),APA DAS TABEBUIAS,
25005,2025538,Notholebias vermiculatus,,Peixes Continentais,Em Perigo (EN),,
18963,6395,Nothura minor,Lesser Nothura/Tinamú Menor/codorna-mineira,Aves,Em Perigo (EN),Parque Nacional da Chapada dos Guimarães/Parque Nacional das Emas/Parque Nacional da Chapada dos Veadeiros/Parque Nacional da Serra da Canastra/Área de Proteção Ambiental Carste da Lagoa Santa/NGI ICMBIO BRASILIA-CONTAGEM/Área de Proteção Ambiental do Planalto Central/Parque Nacional de Brasília/Área de Proteção Ambiental do Morro da Pedreira/ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA/APA CORUMBATAÍ/BOTUCATU E TEJUPá PERIMETRO CORUMBATAí/ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES,0000.00.01380000.00.01550000.00.01390000.00.01440000.00.00200000.00.00230000.00.01590000.00.0027
9790,1020704,Notorynchus cepedianus,Cação-bruxa/cação-bruxa/tubarão-de-sete-fendas-pintado,Peixes Marinhos,Criticamente em Perigo (CR),Reserva Biológica Marinha do Arvoredo/Reserva Extrativista Marinha Pirajubaé,0000.00.02140000.00.0255
36117,2025097,Nyceryx mielkei,Mariposa/Mariposa-esfinge,Invertebrados Terrestres,Criticamente em Perigo (CR),,
24650,2025841,Nyctibius aethereus aethereus,Large-tailed Potoo/Mãe-da-lua-parda/mãe-da-lua-parda,Aves,Em Perigo (EN),Parque Nacional da Serra das Lontras/Reserva Biológica de Augusto Ruschi/Reserva Biológica de Sooretama/Estação Ecológica de Tamoios/Parque Nacional da Serra dos Órgãos,0000.00.19090000.00.01910000.00.02010000.00.00630000.00.0152
24637,6402,Nyctibius leucopterus,Nictibio aliblanco/Urutau-de-asa-branca/White-winged Potoo/urutau-de-asa-branca,Aves,Criticamente em Perigo (CR),Reserva Biológica de Sooretama/Reserva Biológica de Una,0000.00.02010000.00.0202
34097,2024017,Ochyrocera ibitipoca,Aranha,Invertebrados Terrestres,Em Perigo (EN),,
21999,802990,Odontesthes bicudo,Peixe-rei,Peixes Continentais,Em Perigo (EN),,
32094,2024174,Odontopeltis giganteus,Piolho-de-cobra,Invertebrados Terrestres,Vulnerável (VU),,
20020,2025832,Odontophorus capueira plumbeicollis,Uru,Aves,Criticamente em Perigo (CR),Estação Ecológica de Murici/Reserva Biológica de Pedra Talhada,0000.00.00590000.00.0197
33983,2024959,Olafia roscius iphimedia,Borboleta/diabinha,Invertebrados Terrestres,Vulnerável (VU),Área de Proteção Ambiental da Serra da Mantiqueira/PARQUE ESTADUAL DE CAMPOS DO JORDÃO/APA JUNDIAí,0000.00.0011
23434,2023590,Oligoryzomys rupestris,Rato-da-árvore/Rocky outcrop colilargo,Mamíferos,Em Perigo (EN),Parque Nacional da Chapada dos Veadeiros/Área de Proteção Ambiental do Morro da Pedreira/ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO,0000.00.01390000.00.0027
10420,2026298,Olivancillaria contortuplicata,,Invertebrados Marinhos,Criticamente em Perigo (CR),,
10421,2026299,Olivancillaria teaguei,,Invertebrados Marinhos,Criticamente em Perigo (CR),,
21869,2026543,Ololygon alcatraz,Alcatraz Snouted Treefrog/Perereca-de-Alcatraz/Perereca-de-Alcatrazes,Anfíbios,Criticamente em Perigo (CR),Área de Proteção Ambiental da Serra da Mantiqueira/Refúgio de Vida Silvestre do Arquipélago de Alcatrazes,0000.00.00110000.00.3432
21873,2026557,Ololygon faivovichi,Perereca-da-ilha-dos-porcos,Anfíbios,Vulnerável (VU),APA MARINHA DO LITORAL NORTE,
21879,2026573,Ololygon peixotoi,Pererequinha-da-Queimada-Grande-de-Peixoto,Anfíbios,Criticamente em Perigo (CR),Área de Relevante Interesse Ecológico Ilha Queimada Grande e Queimada Pequena,0000.00.0037
20803,399357,Ophidion holbrookii,Band cusk eel/Brotule de banc/Congrinho/Congriperla de bajos/Falso-congro-rosa/Sete-voltas,Peixes Marinhos,Criticamente em Perigo (CR),ÁREA DE PROTEÇÃO AMBIENTAL DO PAU BRASIL/PARQUE ESTADUAL DA FONTE GRANDE/APA MARINHA DO LITORAL CENTRO/APA MARINHA DO LITORAL NORTE,
25006,2025539,Ophthalmolebias bokermanni,Peixe-anual,Peixes Continentais,Criticamente em Perigo (CR),,
25007,2025540,Ophthalmolebias constanciae,Peixe anual/Peixe das nuvens/Peixe-anual/killifish,Peixes Continentais,Criticamente em Perigo (CR),Área de Proteção Ambiental da Bacia do Rio São João/Mico-Leão-Dourado,0000.00.0005
25008,1501675,Ophthalmolebias ilheusensis,,Peixes Continentais,Criticamente em Perigo (CR),ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,
25009,2025541,Ophthalmolebias perpendicularis,Peixe-anual,Peixes Continentais,Criticamente em Perigo (CR),,
25010,2025542,Ophthalmolebias rosaceus,Peixe-anual,Peixes Continentais,Vulnerável (VU),,
25011,2025543,Ophthalmolebias suzarti,Peixe-anual,Peixes Continentais,Vulnerável (VU),,
21305,585762,Oreaster reticulatus,estrela-do-mar,Invertebrados Marinhos,Vulnerável (VU),Reserva Biológica Marinha do Arvoredo,0000.00.0214
33990,1319846,Orobrassolis ornamentalis,Borboleta,Invertebrados Terrestres,Criticamente em Perigo (CR),Área de Proteção Ambiental da Serra da Mantiqueira/PARQUE ESTADUAL DE CAMPOS DO JORDÃO,0000.00.0011
29672,2025829,Ortalis guttata remota,Aracuan/Aracuã/Chachalaca Moteada/Speckled Chachalaca/aracuan/aracuã,Aves,Criticamente em Perigo (CR),,
36875,1010020,Ossubtus xinguense,Pacu-capivara,Peixes Continentais,Vulnerável (VU),Reserva Extrativista Rio Iriri,0000.00.0280
34694,1012313,Otothyris juquiae,Cascudinho-anão,Peixes Continentais,Criticamente em Perigo (CR),APA SERRA DO MAR,
21732,2300200,Ozotoceros bezoarticus bezoarticus,"Cerf des pampas, Goazu/Ciervo de las pampas, Ciervo pampero, Venado campero, Venado de campo, Venado de las pampas/Pampas deer/Veado-campeiro, Veado-branco, Veado-galheiro",Mamíferos,Vulnerável (VU),,
14383,1319848,Pachylospeleus strinatii,Aranha-bode/Aranha-fedorenta/Opilião/aranha-bode/aranha-fedorenta/opilião,Invertebrados Terrestres,Em Perigo (EN),PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA,
33995,2024979,Pampasatyrus glaucope boenninghauseni,Borboleta,Invertebrados Terrestres,Em Perigo (EN),Parque Nacional da Serra da Bocaina/Parque Nacional do Itatiaia/Área de Proteção Ambiental da Serra da Mantiqueira/PARQUE ESTADUAL DE CAMPOS DO JORDÃO,0000.00.01420000.00.01840000.00.0011
33996,2024980,Pampasatyrus glaucope glaucope,Borboleta,Invertebrados Terrestres,Em Perigo (EN),,
33998,438447,Pampasatyrus gyrtone,Borboleta,Invertebrados Terrestres,Em Perigo (EN),Parque Nacional da Serra dos Órgãos/Parque Nacional do Itatiaia/Área de Proteção Ambiental da Serra da Mantiqueira/Parque Nacional de São Joaquim/PARQUE ESTADUAL DE CAMPOS DO JORDÃO,0000.00.01520000.00.01840000.00.00110000.00.0165
18718,1742782,Pamphorichthys pertapeh,Barrigudinho,Peixes Continentais,Criticamente em Perigo (CR),,
33999,373179,Panara ovifera,Borboleta,Invertebrados Terrestres,Vulnerável (VU),Área de Proteção Ambiental de Petrópolis,0000.00.0010
14015,13775,Panthera onca,Canguçu/Jaguar/Jaguaretê/Onça-pintada/Onça-preta/Otorongo/Tigre/Yaguaretê/canguçu/jaguar/jaguaretê/onça-preta/tigre/yaguaretê,Mamíferos,Vulnerável (VU),Parque Nacional do Cabo Orange/Parque Nacional Montanhas do Tumucumaque/Reserva Biológica do Gurupi/Reserva Biológica do Lago Piratuba/Estação Ecológica de Maracá Jipioca/Floresta Nacional do Amapá/Floresta Nacional de Carajás/Floresta Nacional de Tapirape-Aquiri/Parque Nacional da Chapada das Mesas/Parque Nacional da Serra da Capivara/Parque Nacional das Nascentes do Rio Parnaíba/Parque Nacional Serra das Confusões/Estação Ecológica de Uruçuí-Una/Estação Ecologica da Serra Geral do Tocantins/Estação Ecológica Raso da Catarina/Parque Nacional do Pau Brasil/Reserva Biológica de Sooretama/Reserva Biológica do Córrego Grande/Monumento Natural dos Pontões Capixabas/Parque Nacional da Chapada Diamantina/Estação Ecológica Mico-Leão-Preto/Parque Nacional da Serra da Bocaina/Parque Nacional da Serra dos Órgãos/Parque Nacional do Itatiaia/Parque Nacional de Ilha Grande/Parque Nacional do Iguaçu/Área de Proteção Ambiental de Guaraqueçaba/Área de Proteção Ambiental das Ilhas e Várzeas do Rio Paraná/Parque Nacional do Pantanal Mato-grossense/Reserva Extrativista Lago do Cedro/Estação Ecologica da Serra das Araras/Estação Ecologica de Taiamã/Parque Nacional da Chapada dos Guimarães/Parque Nacional da Serra da Bodoquena/Parque Nacional das Emas/Parque Nacional do Araguaia/Parque Nacional Cavernas do Peruaçu/Parque Nacional da Chapada dos Veadeiros/Parque Nacional das Sempre-Vivas/Parque Nacional do Caparaó/Parque Nacional Grande Sertão Veredas/Refúgio de Vida Silvestre das Veredas do Oeste Baiano/Área de Proteção Ambiental Cavernas do Peruaçu/Floresta Nacional do Jamari/Parque Nacional dos Campos Amazônicos/Parque Nacional do Juruena/NGI ICMBIO CAUTARIO-GUAPORE/Reserva Biológica do Jaru/Parque Nacional de Anavilhanas/Parque Nacional do Jaú/Estação Ecologica de Maracá/Parque Nacional da Amazônia/Parque Nacional da Serra do Pardo/Parque Nacional do Jamanxim/Reserva Extrativista Tapajós-Arapiuns/NGI ICMBIO TERRA DO MEIO/Floresta Nacional de Altamira/Floresta Nacional de Tapajós/Parque Nacional Guaricana/Área de Proteção Ambiental do Boqueirao da Onça/Parque Nacional do Boqueirao da Onça/Estação Ecológica da Terra do Meio/Reserva Biológica do Guaporé/PARQUE ESTADUAL DO RIO DOCE/APA QUILOMBOS DO MéDIO RIBEIRA/PARQUE ESTADUAL CARLOS BOTELHO/PARQUE ESTADUAL DA SERRA DO CABRAL/PARQUE ESTADUAL DO LAJEADO/PARQUE ESTADUAL DA SERRA DO MAR/PARQUE ESTADUAL DO MORRO DO CHAPÉU/PARQUE ESTADUAL INTERVALES,0000.00.01690000.00.01870000.00.02070000.00.02090000.00.00580000.00.01130000.00.00880000.00.01240000.00.02720000.00.01450000.00.01560000.00.01460000.00.00650000.00.00760000.00.00740000.00.01760000.00.02010000.00.02050000.00.01810000.00.01370000.00.00730000.00.01420000.00.01520000.00.01840000.00.01610000.00.01720000.00.00170000.00.00250000.00.01750000.00.02870000.00.00750000.00.00620000.00.01380000.00.01430000.00.01550000.00.01680000.00.01350000.00.01390000.00.01570000.00.01600000.00.01830000.00.02190000.00.00020000.00.01180000.00.02840000.00.02810000.00.02080000.00.00490000.00.01730000.00.00570000.00.01360000.00.01510000.00.02670000.00.02590000.00.00830000.00.01230000.00.31370000.00.36550000.00.36520000.00.00470000.00.0206
31786,1321035,Parancistrus nudiventris,,Peixes Continentais,Vulnerável (VU),FLORESTA ESTADUAL DO AMAPÁ,
36139,1319894,Parapoynx restingalis,Mariposa,Invertebrados Terrestres,Vulnerável (VU),Reserva Extrativista de Cassurubá/Reserva Extrativista Arraial do Cabo/ÁREA DE PROTEÇÃO AMBIENTAL DE MARICÁ,0000.00.18080000.00.0251
14384,2024280,Pararrhopalites papaveroi,Colêmbolo/Pulga-de-jardim/Snowflea/Springtail,Invertebrados Terrestres,Em Perigo (EN),MONUMENTO NATURAL DA GRUTA DO LAGO AZUL,
14386,2024281,Pararrhopalites wallacei,Colêmbolo/Pulga-de-jardim/Snowflea/Springtail,Invertebrados Terrestres,Criticamente em Perigo (CR),PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA,
21881,585579,Paratelmatobius lutzii,Lutz's Rapids Frog/Rãzinha-da-montanha-da-barriga-pintalgada/Rãzinha-de-barriga-colorida,Anfíbios,Criticamente em Perigo (CR),Parque Nacional do Itatiaia/Área de Proteção Ambiental da Serra da Mantiqueira,0000.00.01840000.00.0011
9913,1008846,Paratrygon aiereba,aramassu/aramaçá/arraia-aramaçá/arraia-maçã/arumaçá/manzana/maramaçá/nari-nari/raia-branca,Peixes Marinhos,Criticamente em Perigo (CR),Parque Nacional de Anavilhanas,0000.00.0049
18720,1511517,Pareiorhaphis mutuca,Cascudo,Peixes Continentais,Em Perigo (EN),ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH,
34710,1809340,Pareiorhaphis nasuta,,Peixes Continentais,Criticamente em Perigo (CR),,
34714,1505055,Pareiorhaphis scutula,,Peixes Continentais,Em Perigo (EN),Parque Nacional da Serra do Gandarela/ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH,0000.00.3136
34002,1319850,Parelbella polyzona,Borboleta/Diabinha,Invertebrados Terrestres,Em Perigo (EN),,
33967,376116,Parides ascanius,Borboleta-da-praia/borboleta-da-restinga,Invertebrados Terrestres,Em Perigo (EN),Reserva Biológica de Poço das Antas,0000.00.0215
25702,2025023,Parides bunichus chamissonia,Borboleta/rabo-de-andorinha,Invertebrados Terrestres,Criticamente em Perigo (CR),PARQUE ESTADUAL DA SERRA DO TABULEIRO,
25703,376113,Parides burchellanus,Borboleta-ribeirinha/Maria-boba/borboleta-ribeirinha/rabo-de-andorinha,Invertebrados Terrestres,Criticamente em Perigo (CR),Parque Nacional da Serra da Canastra/Área de Proteção Ambiental do Planalto Central/ÁREA DE PROTEÇÃO AMBIENTAL JOÃO LEITE/PARQUE ESTADUAL SERRA DO ROLA MOÇA,0000.00.01440000.00.0023
25704,375778,Parides klagesi,Borboleta/rabo-de-andorinha,Invertebrados Terrestres,Criticamente em Perigo (CR),,
25706,2025026,Parides panthonus castilhoi,Borboleta/Rabo-de-andorinha,Invertebrados Terrestres,Criticamente em Perigo (CR),,
27300,2025027,Parides tros danunciae,Borboleta/rabo-de-andorinha,Invertebrados Terrestres,Em Perigo (EN),ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA,
34733,1008638,Parotocinclus spilurus,Cascudinho,Peixes Continentais,Em Perigo (EN),,
36232,1789240,Partamona littoralis,Abelha/abelha-sem-ferrão,Invertebrados Terrestres,Em Perigo (EN),Reserva Biológica Guaribas,0000.00.0196
